title,release_date,categories,price,banner_url,desc,rating,reviews_count,developer,short_desc,img_urls,vid_urls
LOVECHOICE,"NOV 15, 2021",Visual Novel,30000.0,https://cdn.cloudflare.steamstatic.com/steam/apps/939400/header.jpg?t=1679322588,"REVIEWS
“A warm, quiet and close to life love story. If you look close to it, you will find the unique features of this game. Cute hand-painted style, well-designed interaction. This is undoubtedly a good dessert game.”
索然无味评测组

“A fresh and cute game with gentle art style and music. If you can find the core of this game, you can clearly feel love is contained in it. Recommend it to every player!”
奶牛关 Cowlevel

“LoveChoice is a fresh and cute visual novel adventure like game. A bit short but you could replay it to get all the different endings. Great drawing picture and sweet love story, give it a try. ”
Earth in the Porthole",5,21351,,"""What is love?"" We try to answer that with this game. The game encourages people to have a warm, soft, and understanding heart.",https://cdn.akamai.steamstatic.com/steam/apps/939400/ss_214209902542d8d3b8f5c81bc01d3cf88ceadd6e.116x65.jpg?t=1679322588;https://cdn.akamai.steamstatic.com/steam/apps/939400/ss_aaccdaf62c5ce7219fb1a3bb3d5acdf9c4fafda8.116x65.jpg?t=1679322588;https://cdn.akamai.steamstatic.com/steam/apps/939400/ss_548564178bffb54a8581e68e280a32863a03391e.116x65.jpg?t=1679322588;https://cdn.akamai.steamstatic.com/steam/apps/939400/ss_44d10055435c5266fbd17406c2c58a52bdefdb18.116x65.jpg?t=1679322588;https://cdn.akamai.steamstatic.com/steam/apps/939400/ss_3c119f1b5e04d0aaf38b2a64a6f2253bcd1a486b.116x65.jpg?t=1679322588;,https://cdn.akamai.steamstatic.com/steam/apps/256728510/movie480.webm?t=1536810310;
PERSONA 5 ROYAL,"OCT 21, 2022",Visual Novel,1380000.0,https://cdn.cloudflare.steamstatic.com/steam/apps/1687950/header.jpg?t=1688115070,INCLUDED CONTENT,5,33871,,"Don the mask and join the Phantom Thieves of Hearts as they stage grand heists, infiltrate the minds of the corrupt, and make them change their ways!",https://cdn.akamai.steamstatic.com/steam/apps/1687950/ss_663171dc3afce8fe987e57e8659f91b69faa39bc.116x65.jpg?t=1688115070;https://cdn.akamai.steamstatic.com/steam/apps/1687950/ss_a3258aba84ae2f2ff13a02a160f7495bfc152adb.116x65.jpg?t=1688115070;https://cdn.akamai.steamstatic.com/steam/apps/1687950/ss_ddcc016b8e5c434ccbd1a89c0157ce73acf905ae.116x65.jpg?t=1688115070;https://cdn.akamai.steamstatic.com/steam/apps/1687950/ss_c665872b4c5cb3a4e4fd3a4abde97ee60fe51e33.116x65.jpg?t=1688115070;https://cdn.akamai.steamstatic.com/steam/apps/1687950/ss_63d2164bf39a43905e9602381f43a9ad4ab46dea.116x65.jpg?t=1688115070;https://cdn.akamai.steamstatic.com/steam/apps/1687950/ss_38d09e40dd56df43a1bb083dc94e27cb1360b526.116x65.jpg?t=1688115070;https://cdn.akamai.steamstatic.com/steam/apps/1687950/ss_56f354736174fdb01b7b295b587ca72ca9254df7.116x65.jpg?t=1688115070;https://cdn.akamai.steamstatic.com/steam/apps/1687950/ss_cfa96c0c9a983689b48cc679ddc63cfe373c2b9a.116x65.jpg?t=1688115070;https://cdn.akamai.steamstatic.com/steam/apps/1687950/ss_ed4f15d50417a60b5d4b712c8eb0ea1d8ba876bc.116x65.jpg?t=1688115070;,https://cdn.akamai.steamstatic.com/steam/apps/256911919/movie480_vp9.webm?t=1666695407;
LIMBUS COMPANY,"FEB 27, 2023",Visual Novel,0.0,https://cdn.cloudflare.steamstatic.com/steam/apps/1973530/header.jpg?t=1696582370,"ABOUT THIS GAME

▶ A Combination of Turn-based RPG and Realtime Brawl
Each turn results in a display of exhilarating action.
In the combat phase, units on both sides will act simultaneously.
During the scramble, characters targeting each other may Clash.
The outcome of a Clash depends on the strength of their opposing skills and a sprinkle of luck; the winner can shut down the loser's skill.
Ensure you use the right skills to win Clashes.



▶ Single-handed Skirmishing
Connect skill icons across the grid, and your units will take action according to your commands.
Chaining skills of the same color allows you to deal greater damage.
Using simple and practical controls, watch as the Sinners dance to your tempo.




Form teams of Identities and equip them with an arsenal of E.G.O that will create powerful synergies.
Your foes come armed with a variety of Affinity-based attacks and tricky effects.
In particular, Abnormalities are formidable foes that may prove to be considerable challenges.
Learn their behavior and weaknesses, and compose the right team to eventually conquer them.




From the creators of 《Lobotomy Corporation》 and 《Library of Ruina》, another tale set in the same, unique world unfolds.
In this massive dystopian metropolis, you will embark on a journey to find Golden Boughs with a cast of 12 Sinners.
Enjoy a gripping story and the series of events that await.
All dialogue in the main story comes fully voiced in Korean.

Best of luck, Dear Manager.",3,23517,,"As the Executive Manager of Limbus Company, lead your group of twelve Sinners, venture into the buried facilities of Lobotomy Corporation, and lay claim on the Golden Boughs.",https://cdn.akamai.steamstatic.com/steam/apps/1973530/ss_37611a1ac9a0be00b6c9a447690af634614d2ca5.116x65.jpg?t=1700041402;https://cdn.akamai.steamstatic.com/steam/apps/1973530/ss_1ae814b7c6485f3096d351e775137a7bca39a6c7.116x65.jpg?t=1700041402;https://cdn.akamai.steamstatic.com/steam/apps/1973530/ss_c14bbf4d204aab3372dfb89b1101556dde999ac1.116x65.jpg?t=1700041402;https://cdn.akamai.steamstatic.com/steam/apps/1973530/ss_911e799ef3a6cabccd6c1faa7f400e8c80abfb71.116x65.jpg?t=1700041402;https://cdn.akamai.steamstatic.com/steam/apps/1973530/ss_13d20ed38e2b51bad61e079624a01d2516a0f147.116x65.jpg?t=1700041402;,https://cdn.akamai.steamstatic.com/steam/apps/256974020/movie480_vp9.webm?t=1700041394;
CRUSH CRUSH,"OCT 19, 2016",Visual Novel,0.0,https://cdn.cloudflare.steamstatic.com/steam/apps/459820/header.jpg?t=1697586778,"ABOUT THIS GAME
Hey hot stuff! Are you looking for a fun and flirty game to kill some time and make you laugh out loud? That’s a crazy coincidence, because it’s been looking for you too!

Welcome to Crush Crush – the Idle Dating Sim! Begin your quest to win the hearts of your town's lovely ladies… after a few disastrous intros! Impress the girls by building your stats, unlocking jobs, and earning promotions. Woo them with romantic dates, thoughtful gifts, and a tickle fight or two! Work your way up from Frenemy to Lover, and unlock tons of amazing content along the way.

Featuring:
40 (and counting) beautiful girls to unlock!
Over 300 high-resolution pinups to collect, including ""saucy"" pics for reaching Lover status.
Over 140,000 lines of dialogue fully voiced by an incredibly charming cast of actresses.
TONS of special outfits to dress your waifus in.
A bear for some reason?
""Time Blocks"" which can advance your progress even while you're not playing!
Optional in-game purchases to help boost your progress even faster!

Crush Crush is casual, idle fun with hundreds of hours of gameplay. It's heartfelt, charming, sexy, hilarious - and free! So what are you waiting for? Play it today!",4,24172,,"Welcome to Crush Crush - the Idle Dating Sim! Meet, flirt, and fall in love with a motley cast of girls in this heartfelt and hilarious game.",https://cdn.akamai.steamstatic.com/steam/apps/459820/ss_3f72cc8f72646c3efc442ff09d8c59feea0d949d.116x65.jpg?t=1697586778;https://cdn.akamai.steamstatic.com/steam/apps/459820/ss_3b65d5b06bd7a1a97d886175589fb617481ec91d.116x65.jpg?t=1697586778;https://cdn.akamai.steamstatic.com/steam/apps/459820/ss_9470f912281638c3bd0741ea050047ec2af22663.116x65.jpg?t=1697586778;https://cdn.akamai.steamstatic.com/steam/apps/459820/ss_d7ff0b7d27157f271d41dc93703485046a5fd851.116x65.jpg?t=1697586778;https://cdn.akamai.steamstatic.com/steam/apps/459820/ss_dc5962750908a40f6e26ebe82a971e2826070759.116x65.jpg?t=1697586778;https://cdn.akamai.steamstatic.com/steam/apps/459820/ss_8c270427faf7ecdd924404b94986d621f5203276.116x65.jpg?t=1697586778;https://cdn.akamai.steamstatic.com/steam/apps/459820/ss_433fe1ea1d3d63842a5e169e478406da91dd8507.116x65.jpg?t=1697586778;https://cdn.akamai.steamstatic.com/steam/apps/459820/ss_38c2d299ebea9c292040d9ee5ca533ab26d348a9.116x65.jpg?t=1697586778;https://cdn.akamai.steamstatic.com/steam/apps/459820/ss_dd6cd3080c46be9d9d2c63dae44854595c3c12cb.116x65.jpg?t=1697586778;https://cdn.akamai.steamstatic.com/steam/apps/459820/ss_b8ee1159f03aaf7e44be17c7a9a69491188e2d6e.116x65.jpg?t=1697586778;https://cdn.akamai.steamstatic.com/steam/apps/459820/ss_b840b776ece7cea66f6228094ab1e363996904cf.116x65.jpg?t=1697586778;https://cdn.akamai.steamstatic.com/steam/apps/459820/ss_972939230fdb4d6c37f0ff3265a41034a69535cb.116x65.jpg?t=1697586778;https://cdn.akamai.steamstatic.com/steam/apps/459820/ss_90eb1e797c65513034a38423cd38cfc21a6485b3.116x65.jpg?t=1697586778;,https://cdn.akamai.steamstatic.com/steam/apps/256672786/movie480.webm?t=1476853492;
魔女的夜宴,"JUL 21, 2023",Visual Novel,342500.0,https://cdn.cloudflare.steamstatic.com/steam/apps/2458530/header.jpg?t=1690430359,"ABOUT THIS GAME
Riddle Joker is a Japanese-style visual novel produced by Yuzusoft, a Japanese developer of romance VNs.
The game won numerous awards on the year of its release in Japan for its art, music, and characters.


Story:

For decades, superpowers and psychic abilities were thought to be mere science fiction, but the discovery of a certain particle called the ""Astron"" at the end of the 20th century proved to the world that these wondrous phenomena were real. Nowadays, these abilities have been dubbed ""astral abilities,"" with those who can wield them being knows as ""Astrals.""

Arihara Satoru is but an ordinary person living in this futuristic world.

However, beneath that guise, he's actually a secret agent working for an organization that uses Astrals.

One day, he receives a new mission:

Pose as a student and infiltrate a famous academy for Astrals.

After successfully transferring into the academy together with his sister Arihara Nanami, he settles into his new life there, meeting new friends like his classmates Mitsukasa Ayase and Nijouin Hazuki, and his upperclassman Shikibe Mayu, among others.

Until an unfortunate accident leads to Mitsukasa Ayase finding out his true identity! And in that situation, he also learns that she has her own big secret...",5,1098,,"For decades, superpowers and psychic abilities were thought to be mere science fiction, but the discovery of a certain particle called the ""Astron"" at the end of the 20th century proved to the world that these wondrous phenomena were real.",https://cdn.akamai.steamstatic.com/steam/apps/1277930/ss_5c96033f8d4bff53076c774ec7b3e3753f9e821f.116x65.jpg?t=1651692929;https://cdn.akamai.steamstatic.com/steam/apps/1277930/ss_b665cfd139553b8783110fb1839c8050cb4b16bc.116x65.jpg?t=1651692929;https://cdn.akamai.steamstatic.com/steam/apps/1277930/ss_202e492a12589be81cf38856cb6583b8006a82e2.116x65.jpg?t=1651692929;https://cdn.akamai.steamstatic.com/steam/apps/1277930/ss_21e51830bc8323710c5c9995edf15db1661d6387.116x65.jpg?t=1651692929;https://cdn.akamai.steamstatic.com/steam/apps/1277930/ss_cd284ea4a975e33111d6bdacf3862da41ac69c2c.116x65.jpg?t=1651692929;https://cdn.akamai.steamstatic.com/steam/apps/1277930/ss_2d1a929a5f7c69f56ba2c184f82cccc839bf69ac.116x65.jpg?t=1651692929;https://cdn.akamai.steamstatic.com/steam/apps/1277930/ss_0788d892bcb10d93c7f88b175597a6b89854cdac.116x65.jpg?t=1651692929;https://cdn.akamai.steamstatic.com/steam/apps/1277930/ss_0132e8375e4f27de14bbbbbc29879a391a01798b.116x65.jpg?t=1651692929;https://cdn.akamai.steamstatic.com/steam/apps/1277930/ss_7cd7fba6039478796d604f3b131e5163b7088881.116x65.jpg?t=1651692929;https://cdn.akamai.steamstatic.com/steam/apps/1277930/ss_0839eb48fdb14308b7edd1c537643460c493ab33.116x65.jpg?t=1651692929;https://cdn.akamai.steamstatic.com/steam/apps/1277930/ss_691b32abf6dab8e6382559f83e2d11ce5bbe2b8d.116x65.jpg?t=1651692929;https://cdn.akamai.steamstatic.com/steam/apps/1277930/ss_ba0fba4b32c02b224286915efd81b3e69e3616d9.116x65.jpg?t=1651692929;https://cdn.akamai.steamstatic.com/steam/apps/1277930/ss_94dc3e5d9f9f0ceb7cbe524ac303edb98886bc97.116x65.jpg?t=1651692929;https://cdn.akamai.steamstatic.com/steam/apps/1277930/ss_091e810e6e8169a33739dc2f17b257eb90f17135.116x65.jpg?t=1651692929;https://cdn.akamai.steamstatic.com/steam/apps/1277930/ss_980dbc62a8acabf2326e4733b3f42658d400e1cf.116x65.jpg?t=1651692929;https://cdn.akamai.steamstatic.com/steam/apps/1277930/ss_91b024ae5626dc940af0a1ce465067ca7f778d11.116x65.jpg?t=1651692929;https://cdn.akamai.steamstatic.com/steam/apps/1277930/ss_3442eac9c6aa6464dfa670a7310e1ae70bb1603c.116x65.jpg?t=1651692929;https://cdn.akamai.steamstatic.com/steam/apps/1277930/ss_25e00fe5e11efee61ec98ae4dba2422257a0d410.116x65.jpg?t=1651692929;,https://cdn.akamai.steamstatic.com/steam/apps/256802617/movie480_vp9.webm?t=1603531703;
DISCO ELYSIUM - THE FINAL CUT,"OCT 15, 2019",Visual Novel,310000.0,https://cdn.cloudflare.steamstatic.com/steam/apps/632470/header.jpg?t=1681291304,"REVIEWS
“Powerful, poetic, haunting, and hilarious.”
10/10 – Gamespot

“The Final Cut elevates Disco Elysium from an already phenomenal RPG to a true must-play masterpiece.”
10/10 – IGN

“The voice acting in Disco Elysium - The Final Cut makes the best RPG on PC even better”
92/100 – PC Gamer",4,76278,,"Disco Elysium - The Final Cut is a groundbreaking role playing game. You’re a detective with a unique skill system at your disposal and a whole city to carve your path across. Interrogate unforgettable characters, crack murders or take bribes. Become a hero or an absolute disaster of a human being.",https://cdn.akamai.steamstatic.com/steam/apps/632470/ss_b3694e99ffdb686d1bbbbe16a540d3d2ccd509c4.116x65.jpg?t=1698833230;https://cdn.akamai.steamstatic.com/steam/apps/632470/ss_9125a718ee9ba85386ae5d4eb820f3266073fc97.116x65.jpg?t=1698833230;https://cdn.akamai.steamstatic.com/steam/apps/632470/ss_4f5fdc3cf42feca8dafb1f7d2910ef96e62708a2.116x65.jpg?t=1698833230;https://cdn.akamai.steamstatic.com/steam/apps/632470/ss_fc6969799ebf19fd2a2c8a986c9419e053606a17.116x65.jpg?t=1698833230;https://cdn.akamai.steamstatic.com/steam/apps/632470/ss_dec29c440fab2f7817d68c1380c019290eb1755e.116x65.jpg?t=1698833230;https://cdn.akamai.steamstatic.com/steam/apps/632470/ss_ab38615b3a1d0d4309f06772db4bd9db5c250ef7.116x65.jpg?t=1698833230;https://cdn.akamai.steamstatic.com/steam/apps/632470/ss_81ea48324fbac48a00e482781be56cd57d796620.116x65.jpg?t=1698833230;https://cdn.akamai.steamstatic.com/steam/apps/632470/ss_0813f92720c59a5d21ed2d3291b8156bb4cb0fc8.116x65.jpg?t=1698833230;https://cdn.akamai.steamstatic.com/steam/apps/632470/ss_b1205caa224a0dea0d141c2d6f7db4240cd5dbb7.116x65.jpg?t=1698833230;https://cdn.akamai.steamstatic.com/steam/apps/632470/ss_23836438cd455287232be5ae9c4f48d5c488967b.116x65.jpg?t=1698833230;https://cdn.akamai.steamstatic.com/steam/apps/632470/ss_1733c149b614b835785ef48c2468b1e215f5c1ef.116x65.jpg?t=1698833230;https://cdn.akamai.steamstatic.com/steam/apps/632470/ss_d1556020c2c605230f9f70291d2cde1ba9d38f55.116x65.jpg?t=1698833230;https://cdn.akamai.steamstatic.com/steam/apps/632470/ss_0e2e63476bbf0736f3dccb03633d5af793d64b4b.116x65.jpg?t=1698833230;https://cdn.akamai.steamstatic.com/steam/apps/632470/ss_fbd29930bbad721ce251391d5ec622917b416aed.116x65.jpg?t=1698833230;https://cdn.akamai.steamstatic.com/steam/apps/632470/ss_60a5f4144156eda140e6c9bbf6f0d440e1b1aa17.116x65.jpg?t=1698833230;https://cdn.akamai.steamstatic.com/steam/apps/632470/ss_066e819168ec49dbee47fa128fb2ac756e89f569.116x65.jpg?t=1698833230;https://cdn.akamai.steamstatic.com/steam/apps/632470/ss_ef8e3eca9fb67d94d8a3fb7b7934de5ccdeed4dd.116x65.jpg?t=1698833230;,https://cdn.akamai.steamstatic.com/steam/apps/256827872/movie480_vp9.webm?t=1617123094;
NEEDY STREAMER OVERLOAD,"JAN 21, 2022",Visual Novel,175000.0,https://cdn.cloudflare.steamstatic.com/steam/apps/1451940/header.jpg?t=1689126674,"ABOUT THIS GAME
NEEDY STREAMER OVERLOAD is a “multi-ending ADV” depicting daily life with “OMGkawaiiAngel”, a young girl with a rather extreme need for approval attempting to become the #1 “Internet Angel” (streamer). Gradually build up OMGkawaiiAngel’s number of followers as she spends her days streaming, using various ”stress relievers”, and generally being kinda messed up. Experience all the different crazy ups and downs and find out for yourself whether this story is even capable of having a happy ending.


Turn “Ame” – somewhat of a hot mess of a girl – into an OMGWTF-cute internet angel and jumpstart her career as a live streamer for the most hardcore nerds online!




While she may look somewhat low-key and quiet, she’s actually a ridiculously selfish and vapid girl with a tendency to get carried away and a desperate need for approval. She’s, well... kind of troublesome personality. Likes: Her S.O./producer, “P-chan”; psychotropics.


An “internet angel”. Ame’s alter ego, used while streaming. Pretends to be really nice and sweet. Constantly flirts with nerd types.


Gender, age, and all details are unknown.
Or maybe it's you?




offer daily commentary and guidance to help foster her into a top-tier streamer. Under your direction and guidance, she can amass more and more devoted listeners/obsessed fans, turning her into a super-popular streamer.– and thus allowing you to squeeze stupid amounts of Super Chat out of her donation-happy otaku followers.





Let's do all kinds of things from afternoon to evening to find out hot topics for streaming. Sometimes you just need to take a little break because streaming can be stressful. Take Ame on dates, serve her up a little bit of naughtiness once in awhile, provide her with a little something-something to take the edge off when she needs to release some pent-up stress, and use social media to grumble about to help keep her happy and mentally healthy.
But be careful. Depending on your actions, she might increase her ""sickness level"" and be swallowed by the darkness of the Internet!

*NOTE: This is a perfectly wholesome game, containing absolutely no explicit sexual references or expressions nor illegal substances. For real!

You can see the results of your daily actions and behavior via social media, where Ame-chan will use both public and private accounts to talk about you. People have a tendency to act supportive and friendly on the outside, while talking loads of smack and spreading rumors privately.





Let's reply back to them with stickers. Ignoring messages is not a human thing to do. Don't make her angry.
You’ll sometimes receive long-winded, tedious criticisms and insults, but that’s just par for the course when dealing with a cute girl streaming on the internet. Be sure to take proper care of her.





Your streamer will do things like become weird and emo for various reasons, subject her trusty P-chan to harm, and generally get messed up in the head. Begin your adventure and see for yourself whether a happy ending is really even possible for a cute yet disturbed girl on the modern-day internet.







Let's Plays Welcome!
We'd love to hear from you anytime at our official account
( )

Guideline for let's plays and content creation here",5,27262,,"NEEDY STREAMER OVERLOAD is a “multi-ending ADV” depicting daily life with “OMGkawaiiAngel”, a young girl with a rather extreme need for approval attempting to become the #1 “Internet Angel” (streamer).",https://cdn.akamai.steamstatic.com/steam/apps/1451940/ss_079abcf18d00cb4990c5eac37ee6508f9377c08f.116x65.jpg?t=1689126674;https://cdn.akamai.steamstatic.com/steam/apps/1451940/ss_cc7d0cc3fa98b44e9d8a790260872357c8b6c416.116x65.jpg?t=1689126674;https://cdn.akamai.steamstatic.com/steam/apps/1451940/ss_c60613e817ed66dd645cc0c22b037ceb148f16d6.116x65.jpg?t=1689126674;https://cdn.akamai.steamstatic.com/steam/apps/1451940/ss_df267af2a46cd572216b0782037d85210a206f54.116x65.jpg?t=1689126674;https://cdn.akamai.steamstatic.com/steam/apps/1451940/ss_5046b50b55b80e2f98156486fb87ad33930e7ceb.116x65.jpg?t=1689126674;https://cdn.akamai.steamstatic.com/steam/apps/1451940/ss_c307ea74f79577d6ad54dbb3affff34141a8642d.116x65.jpg?t=1689126674;https://cdn.akamai.steamstatic.com/steam/apps/1451940/ss_f786fd3f8fedcc58a4262e82282f542906c0abe8.116x65.jpg?t=1689126674;,https://cdn.akamai.steamstatic.com/steam/apps/256870138/movie480_vp9.webm?t=1642755033;
THE WOLF AMONG US,"OCT 11, 2013",Visual Novel,82500.0,https://cdn.cloudflare.steamstatic.com/steam/apps/250320/header.jpg?t=1686747108,"REVIEWS
“The dark interpretations of these fairy tales are gripping and Telltale never forgets that hook.”
9/10 – Game Informer

“…deftly merges Walking Dead's moral quandaries with a noir murder mystery”
90/100 – PC Gamer

“… immediately stakes its own claim as one of the most exciting adventure games of the year.”
9/10 – IGN",5,25688,,"From the makers of the 2012 Game of the Year: The Walking Dead, comes a thriller based on the award-winning Fables comic books. As Bigby Wolf you will discover that a brutal, bloody murder is just a taste of things to come in a game series where your every decision can have enormous consequences.",https://cdn.akamai.steamstatic.com/steam/apps/250320/ss_97605e426c7bc76cd891cfe966da2c7979165b0f.116x65.jpg?t=1686747108;https://cdn.akamai.steamstatic.com/steam/apps/250320/ss_dedc5e68e74788af4d714392a231d090d2511af9.116x65.jpg?t=1686747108;https://cdn.akamai.steamstatic.com/steam/apps/250320/ss_1efe728df9f54a9663630e64370e6a43988ed1a3.116x65.jpg?t=1686747108;https://cdn.akamai.steamstatic.com/steam/apps/250320/ss_6936b061c105487ab9ba98fa3db8508dd237c7d4.116x65.jpg?t=1686747108;https://cdn.akamai.steamstatic.com/steam/apps/250320/ss_29a49b21ba1b93fc31b60707560195f7ef3fbf44.116x65.jpg?t=1686747108;https://cdn.akamai.steamstatic.com/steam/apps/250320/ss_be6d5010313dae1668d150f1da64802be0a37a06.116x65.jpg?t=1686747108;https://cdn.akamai.steamstatic.com/steam/apps/250320/ss_0ac9145dfb5bc9f729649cc5ce25d32ac09eeaaa.116x65.jpg?t=1686747108;https://cdn.akamai.steamstatic.com/steam/apps/250320/ss_cf263a545dbf1f3f60ca5fe19cbcbdff8a4bfcfc.116x65.jpg?t=1686747108;https://cdn.akamai.steamstatic.com/steam/apps/250320/ss_acdd7002a5c6be8b93bdc0c005c3bbce576d4942.116x65.jpg?t=1686747108;https://cdn.akamai.steamstatic.com/steam/apps/250320/ss_b7bdee9771aecc033cccc8a8e6d8e3eac47db93f.116x65.jpg?t=1686747108;https://cdn.akamai.steamstatic.com/steam/apps/250320/ss_624e8954b0cf08dcba1402090e898033aee75a60.116x65.jpg?t=1686747108;https://cdn.akamai.steamstatic.com/steam/apps/250320/ss_e7fa57e20f0aad100e067e5402bb1d6a4244a471.116x65.jpg?t=1686747108;https://cdn.akamai.steamstatic.com/steam/apps/250320/ss_d212b346f28b97a31cbbb18bb126a8841af71ab6.116x65.jpg?t=1686747108;https://cdn.akamai.steamstatic.com/steam/apps/250320/ss_c8c2cf0603f6a956fa4a514a051b0ace5081bed8.116x65.jpg?t=1686747108;,https://cdn.akamai.steamstatic.com/steam/apps/2033358/movie480.webm?t=1447362655;
SUMMER MEMORIES,"JUN 15, 2020",Visual Novel,188000.0,https://cdn.cloudflare.steamstatic.com/steam/apps/1227890/header.jpg?t=1697798559,WINTER MEMORIES COMING SOON!,4,11782,,"It's summer break, and it's been years since you've last seen your aunt and cousins in the countryside! You don't know what to expect, but what could go wrong? Find out in Summer Memories!",https://cdn.akamai.steamstatic.com/steam/apps/1227890/ss_147a3e845f817f286265a0d67630d38dd28a2078.116x65.jpg?t=1701514742;https://cdn.akamai.steamstatic.com/steam/apps/1227890/ss_db465db8b382b7211efa17d480b507123f1142b1.116x65.jpg?t=1701514742;https://cdn.akamai.steamstatic.com/steam/apps/1227890/ss_6990baeb9a2f9c46e3faafb893835d8a891487c1.116x65.jpg?t=1701514742;https://cdn.akamai.steamstatic.com/steam/apps/1227890/ss_bd0384c55c4af88df90991bb59f3eb861ceb6933.116x65.jpg?t=1701514742;https://cdn.akamai.steamstatic.com/steam/apps/1227890/ss_2c3a2e851701bd5a4abd362030a0201db47c547f.116x65.jpg?t=1701514742;https://cdn.akamai.steamstatic.com/steam/apps/1227890/ss_f9192bd9d4c1ff22b04cfb9681f22797eda61205.116x65.jpg?t=1701514742;https://cdn.akamai.steamstatic.com/steam/apps/1227890/ss_c988d3d6a2a8108cd9230045751f0fcde9104305.116x65.jpg?t=1701514742;https://cdn.akamai.steamstatic.com/steam/apps/1227890/ss_f1a3a95a82e3433e0612fccbbc0b6ac1a02df779.116x65.jpg?t=1701514742;https://cdn.akamai.steamstatic.com/steam/apps/1227890/ss_4cd0353caf21979f0bb8ca17542341b41cccdbbc.116x65.jpg?t=1701514742;https://cdn.akamai.steamstatic.com/steam/apps/1227890/ss_8a741e213db60023d6dc7c5b5f5419a290e500d2.116x65.jpg?t=1701514742;https://cdn.akamai.steamstatic.com/steam/apps/1227890/ss_4499ee9870cdd5b3f8621b66b4530e4654909436.116x65.jpg?t=1701514742;https://cdn.akamai.steamstatic.com/steam/apps/1227890/ss_45009e01a3e4dda28321c99b444a913685868370.116x65.jpg?t=1701514742;,https://cdn.akamai.steamstatic.com/steam/apps/256788625/movie480_vp9.webm?t=1591860977;
PGA TOUR 2K23,"OCT 14, 2022",All Sports,330000.0,https://cdn.cloudflare.steamstatic.com/steam/apps/1588010/header.jpg?t=1690902331,"PGA TOUR 2K23 TIGER WOODS EDITION

The Tiger Woods Edition includes:
Michael Jordan Bonus Pack: Playable Michael Jordan, and 4 Common tier golf ball sleeves




*Red Nike Polo, Black Nike Pants, TW Golf Belt cosmetic items from the Tiger Woods Signature Sunday Pack are not available for use with female MyPLAYERs.",3,2680,,"Hit the links with more swagger in PGA TOUR 2K23. Now featuring playable male and female pros, including Tiger Woods, new licensed courses, more control options, an authentic PGA TOUR MyCAREER, Course Designer, and new MyPLAYER Skills and Archetypes! PGA TOUR 2K23. More Golf. More Game.",https://cdn.akamai.steamstatic.com/steam/apps/1588010/ss_733c0f4fb402fe509c56e3113ffc4b5df8c7f262.116x65.jpg?t=1690902331;https://cdn.akamai.steamstatic.com/steam/apps/1588010/ss_43826d60d7019d61ee373c4a9da135ab0bcd5861.116x65.jpg?t=1690902331;https://cdn.akamai.steamstatic.com/steam/apps/1588010/ss_a2f31e231ef273fc47c51d78bb74e6c6c50e3e53.116x65.jpg?t=1690902331;https://cdn.akamai.steamstatic.com/steam/apps/1588010/ss_f3f1bd2bee627a2ba001e200205e4ee951d6e89d.116x65.jpg?t=1690902331;https://cdn.akamai.steamstatic.com/steam/apps/1588010/ss_25375676d1f9b009fcf2c24734bfa92ad8103d24.116x65.jpg?t=1690902331;https://cdn.akamai.steamstatic.com/steam/apps/1588010/ss_897eaa6e4b7115a523c4de03b0270ba5579f517e.116x65.jpg?t=1690902331;https://cdn.akamai.steamstatic.com/steam/apps/1588010/ss_716ae21c22e75cfabf3774c3c8b2c3369b610c49.116x65.jpg?t=1690902331;https://cdn.akamai.steamstatic.com/steam/apps/1588010/ss_c2c202f1a7ce125caf2f0da0b6f0537b3cf53479.116x65.jpg?t=1690902331;https://cdn.akamai.steamstatic.com/steam/apps/1588010/ss_fd59475e4e35263f420b2eba94bdbcba18eaac08.116x65.jpg?t=1690902331;https://cdn.akamai.steamstatic.com/steam/apps/1588010/ss_5294e7a8800fd194edb33768bc0f5ada744706ad.116x65.jpg?t=1690902331;,https://cdn.akamai.steamstatic.com/steam/apps/256917346/movie480_vp9.webm?t=1669077231;
